CommBench Pro Test Report
Generated: 2026-07-10T16:17:36.680
Mode: TCP Network
Config: 172.16.32.231:10160

Summary
Total Sent: 394
Success Received: 394
Lost Packets: 0
Success Rate: 100.00%
Average Elapsed: 40.39 ms
Min Elapsed: 13 ms
Max Elapsed: 108 ms

Packet Details
ID,SentAt,ReceivedAt,ElapsedMs,Status,TX,RX
357,2026-07-10T16:16:59.245,2026-07-10T16:16:59.274,28,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
358,2026-07-10T16:17:00.247,2026-07-10T16:17:00.277,29,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
359,2026-07-10T16:17:01.248,2026-07-10T16:17:01.283,35,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
360,2026-07-10T16:17:02.249,2026-07-10T16:17:02.283,34,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
361,2026-07-10T16:17:03.247,2026-07-10T16:17:03.270,22,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
362,2026-07-10T16:17:04.244,2026-07-10T16:17:04.273,29,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
363,2026-07-10T16:17:05.242,2026-07-10T16:17:05.264,22,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
364,2026-07-10T16:17:06.247,2026-07-10T16:17:06.267,21,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
365,2026-07-10T16:17:07.250,2026-07-10T16:17:07.281,30,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
366,2026-07-10T16:17:08.248,2026-07-10T16:17:08.277,28,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
367,2026-07-10T16:17:09.248,2026-07-10T16:17:09.272,23,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
368,2026-07-10T16:17:10.248,2026-07-10T16:17:10.274,26,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
369,2026-07-10T16:17:11.249,2026-07-10T16:17:11.281,32,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
370,2026-07-10T16:17:12.248,2026-07-10T16:17:12.272,23,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
371,2026-07-10T16:17:13.247,2026-07-10T16:17:13.272,24,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
372,2026-07-10T16:17:14.248,2026-07-10T16:17:14.271,23,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
373,2026-07-10T16:17:15.245,2026-07-10T16:17:15.271,26,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
374,2026-07-10T16:17:16.243,2026-07-10T16:17:16.268,25,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
375,2026-07-10T16:17:17.247,2026-07-10T16:17:17.275,29,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
376,2026-07-10T16:17:18.246,2026-07-10T16:17:18.272,26,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
377,2026-07-10T16:17:19.248,2026-07-10T16:17:19.272,23,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
378,2026-07-10T16:17:20.247,2026-07-10T16:17:20.270,23,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
379,2026-07-10T16:17:21.248,2026-07-10T16:17:21.276,27,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
380,2026-07-10T16:17:22.248,2026-07-10T16:17:22.269,21,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
381,2026-07-10T16:17:23.246,2026-07-10T16:17:23.274,27,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
382,2026-07-10T16:17:24.243,2026-07-10T16:17:24.269,26,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
383,2026-07-10T16:17:25.248,2026-07-10T16:17:25.282,34,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
384,2026-07-10T16:17:26.243,2026-07-10T16:17:26.266,23,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
385,2026-07-10T16:17:27.242,2026-07-10T16:17:27.274,31,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
386,2026-07-10T16:17:28.241,2026-07-10T16:17:28.277,35,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
387,2026-07-10T16:17:29.243,2026-07-10T16:17:29.278,35,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
388,2026-07-10T16:17:30.250,2026-07-10T16:17:30.274,24,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
389,2026-07-10T16:17:31.247,2026-07-10T16:17:31.272,24,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
390,2026-07-10T16:17:32.242,2026-07-10T16:17:32.266,24,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
391,2026-07-10T16:17:33.241,2026-07-10T16:17:33.268,28,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
392,2026-07-10T16:17:34.247,2026-07-10T16:17:34.273,26,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
393,2026-07-10T16:17:35.246,2026-07-10T16:17:35.295,48,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
394,2026-07-10T16:17:36.246,2026-07-10T16:17:36.272,26,Success,a0 81 01 00 00 00 00 00 22,a0 00 64 81 01 00 00 10 96
